date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
2012-01-14,1114,33516,3,144.97,0.0,-14.25,1124,Established,Grocery
2012-01-14,1114,34352,1,74.45,0.0,-10.69,446,Established,Grocery
2012-01-14,1114,36568,2,178.1,-106.15,-35.62,714,Established,Grocery
2012-01-14,38,51495,2,326.99,0.0,-35.62,172,Established,Grocery
2012-01-14,1332,5984,1,197.33,-106.86,-19.59,673,Established,Grocery
2012-01-14,76,5813,1,55.21,-31.7,-19.59,702,Established,Grocery
2012-01-14,76,12870,1,49.51,-49.87,-35.62,133,Established,Grocery
2012-01-14,76,16697,1,71.24,-24.58,-35.62,967,Established,Grocery
2012-01-14,76,22985,1,85.13,-28.5,-17.81,1075,Established,Grocery
2012-01-14,76,45528,1,145.69,0.0,-17.81,1143,Established,Grocery
2012-01-15,725,5723,1,426.73,-107.22,-71.24,673,Established,Pharmaceutical
2012-01-15,725,28415,1,302.41,0.0,-17.81,406,Established,Grocery
2012-01-15,1534,7627,2,126.45,-63.4,-19.59,702,Established,Grocery
2012-01-15,1534,53806,1,106.5,0.0,-35.62,829,Established,Pharmaceutical
2012-01-15,1341,48397,1,95.82,0.0,-35.62,686,Established,Pharmaceutical
2012-01-15,1261,3744,1,58.42,-10.69,-12.47,1325,Established,Grocery
2012-01-16,63,7176,1,26.71,-44.17,-17.81,1105,Established,Grocery
2012-01-16,503,31206,1,152.81,-7.12,-17.81,686,Established,Grocery
2012-01-16,503,49253,1,115.41,-24.93,-26.71,644,Established,Grocery
2012-01-16,503,8745,1,61.27,-20.3,-35.62,105,Established,Grocery
2012-01-16,873,20041,2,147.11,0.0,-19.59,408,Established,Grocery
2012-01-17,262,24416,1,55.21,-31.7,-19.59,702,Established,Grocery
2012-01-17,283,8610,1,355.84,0.0,-178.1,686,Established,Pharmaceutical
2012-01-17,283,20011,1,89.05,-102.94,-35.62,1587,Established,Grocery
2012-01-18,1547,11272,1,97.6,0.0,-8.9,278,Established,Grocery
2012-01-18,1547,12872,1,177.74,0.0,-35.62,244,Established,Grocery
2012-01-18,1547,16665,1,118.97,0.0,-12.47,822,Established,Grocery
2012-01-18,1547,29604,1,61.98,-21.37,-8.9,686,Established,Grocery
2012-01-18,1547,52741,1,177.74,-46.31,-35.62,346,Established,Grocery
2012-01-18,781,57491,1,198.05,-86.56,-71.24,56,Local,Prepared Food
2012-01-18,1332,11118,1,266.79,-89.05,-71.24,644,Established,Pharmaceutical
2012-01-18,1332,35473,1,142.12,0.0,-35.62,1025,Established,Grocery
2012-01-18,1332,47343,1,266.79,0.0,-106.86,686,Established,Grocery
2012-01-18,632,29566,1,73.02,-95.82,-19.59,1996,Established,Grocery
2012-01-18,632,51241,1,124.31,-53.43,-17.81,544,Established,Grocery
2012-01-18,632,51244,1,124.31,-53.43,-17.81,544,Established,Grocery
2012-01-18,632,56751,1,213.36,-142.48,-35.62,1180,Established,Grocery
2012-01-19,787,12928,1,71.24,-35.26,-17.81,524,Established,Grocery
2012-01-19,814,16105,2,177.39,0.0,-53.43,1764,Established,Pharmaceutical
2012-01-19,1487,56137,2,106.86,-63.4,-35.62,714,Established,Grocery
2012-01-19,1132,13453,2,230.82,0.0,-35.62,482,Established,Pharmaceutical
2012-01-19,1341,11177,1,124.31,0.0,-35.62,714,Established,Grocery
2012-01-19,1341,13392,1,79.08,-11.4,-19.59,908,Established,Grocery
2012-01-19,464,16641,1,70.88,0.0,-35.62,1013,Established,Grocery
2012-01-19,464,30853,1,70.88,0.0,-35.62,1013,Established,Grocery
2012-01-20,433,6552,1,49.51,0.0,-17.81,686,Established,Grocery
2012-01-20,433,23932,1,801.09,0.0,-35.62,482,Established,Pharmaceutical
2012-01-20,433,49785,1,61.98,-45.95,-26.71,644,Established,Pharmaceutical
2012-01-20,433,52114,1,70.53,0.0,-35.26,303,Established,Pharmaceutical
2012-01-20,433,54237,1,12.11,0.0,-12.11,619,Established,Pharmaceutical
2012-01-20,1333,4702,1,70.88,-14.25,-35.62,644,Established,Pharmaceutical
2012-01-20,1333,9292,1,61.98,-24.93,-26.71,644,Established,Pharmaceutical
2012-01-20,1333,17419,1,45.24,-18.52,-14.25,714,Established,Grocery
2012-01-20,1333,22339,1,70.88,-14.25,-35.62,644,Established,Pharmaceutical
2012-01-20,1333,45178,2,100.8,-37.4,-53.43,714,Established,Grocery
2012-01-20,1333,50487,1,61.98,-24.93,-26.71,644,Established,Pharmaceutical
2012-01-20,1333,50506,1,70.88,-24.93,-35.62,644,Established,Pharmaceutical
2012-01-20,1333,52544,1,70.88,-31.7,-35.62,644,Established,Pharmaceutical
2012-01-20,1333,52927,2,426.73,0.0,-213.72,235,Established,Grocery
2012-01-22,88,57508,2,141.77,0.0,-56.64,603,Established,Grocery
2012-01-22,607,5668,2,38.83,-17.45,-28.14,63,Established,Grocery
2012-01-23,329,57959,1,89.05,-13.89,-71.24,56,Local,Grocery
2012-01-23,464,15232,1,19.23,-21.37,-8.9,1107,Established,Grocery
2012-01-24,850,30832,1,197.33,-106.86,-19.59,673,Established,Grocery
2012-01-24,266,52341,1,21.02,0.0,-21.02,475,Established,Pharmaceutical
2012-01-24,294,52504,1,266.79,-17.81,-71.24,1025,Established,Grocery
2012-01-24,464,11875,1,159.93,-35.62,-17.81,686,Established,Grocery
2012-01-25,1547,6915,1,70.88,0.0,-44.52,278,Established,Grocery
2012-01-25,1547,19420,1,86.91,-35.62,-8.9,1134,Established,Grocery
2012-01-25,1547,26858,1,238.3,-117.55,-35.62,328,Established,Skin & Hair Care
2012-01-25,850,30832,1,197.33,-106.86,-19.59,673,Established,Grocery
2012-01-25,11,22800,4,3609.02,0.0,-569.92,482,Established,Pharmaceutical
2012-01-25,1430,57530,1,198.05,-122.18,-71.24,56,Local,Prepared Food
2012-01-26,632,5018,1,73.02,-31.7,-19.59,524,Established,Grocery
2012-01-26,632,7108,1,212.65,-18.52,-17.81,686,Established,Pharmaceutical
2012-01-26,632,8199,2,213.72,-248.63,-35.62,350,Established,Packaged Meat
2012-01-26,632,10172,2,110.07,-127.88,-53.43,1470,Established,Pharmaceutical
2012-01-26,632,12581,1,70.88,0.0,-14.25,686,Established,Grocery
2012-01-26,632,12840,1,124.31,-71.24,-17.81,544,Established,Grocery
2012-01-26,632,13255,1,50.58,-22.08,-26.71,681,Established,Grocery
2012-01-26,632,13435,1,61.27,-20.3,-35.62,105,Established,Grocery
2012-01-26,632,15092,1,143.9,0.0,-26.71,1139,Established,Grocery
2012-01-26,632,15871,1,61.98,0.0,-26.71,278,Established,Grocery
2012-01-26,632,16015,1,83.35,0.0,-19.59,1319,Established,Pharmaceutical
2012-01-26,632,18732,1,19.23,-28.5,-8.9,89,Established,Grocery
2012-01-26,632,20011,1,89.05,-102.94,-35.62,1587,Established,Grocery
2012-01-26,632,21577,1,38.83,-14.25,-17.81,1762,Established,Pharmaceutical
2012-01-26,632,24258,1,108.64,-17.45,-19.59,686,Established,Grocery
2012-01-26,632,24272,1,127.88,0.0,-35.62,1361,Established,Pharmaceutical
2012-01-26,632,26718,2,118.97,-22.8,-35.62,681,Established,Grocery
2012-01-26,632,28507,1,53.07,0.0,-17.81,644,Established,Pharmaceutical
2012-01-26,632,32217,2,35.62,-34.91,-53.07,101,Established,Pharmaceutical
2012-01-26,632,34475,2,53.79,-22.08,-62.33,2088,Established,Pharmaceutical
2012-01-26,632,45019,2,70.53,0.0,-35.26,303,Established,Pharmaceutical
2012-01-26,632,45269,1,89.05,-35.26,-35.62,714,Established,Grocery
2012-01-26,632,50694,1,42.39,0.0,-17.81,1075,Established,Grocery
2012-01-26,632,51242,1,124.31,-53.43,-17.81,544,Established,Grocery
2012-01-26,632,53034,2,163.85,-13.54,-49.87,1268,Established,Grocery
2012-01-26,632,53696,2,178.1,-34.91,-35.62,2025,Established,Grocery
2012-01-26,632,53842,1,58.06,-46.66,-26.71,946,Established,Grocery
2012-01-26,632,55990,1,43.46,-11.4,-19.59,387,Established,Grocery
2012-01-26,161,15232,2,38.47,-42.74,-17.81,1107,Established,Grocery
2012-01-26,787,5984,1,204.46,-106.86,-26.71,673,Established,Grocery
2012-01-26,998,9126,1,31.7,0.0,-17.81,853,Established,Grocery
2012-01-26,834,11461,1,66.61,-32.77,-71.24,56,Local,Grocery
2012-01-26,15,33821,2,262.88,0.0,-35.62,172,Established,Grocery
2012-01-26,1341,15786,1,140.34,0.0,-35.62,829,Established,Pharmaceutical
2012-01-27,1351,34931,4,380.07,-188.43,-71.24,908,Established,Grocery
2012-01-28,161,53518,2,237.59,-89.41,-35.62,89,Established,Grocery
2012-01-28,1140,11350,2,54.5,0.0,-19.59,1013,Established,Grocery
2012-01-28,1140,28266,1,29.92,0.0,-19.59,1013,Established,Grocery
2012-01-28,63,9023,3,63.05,-21.37,-28.14,681,Established,Grocery
2012-01-28,63,30301,1,95.82,0.0,-17.81,1294,Established,Grocery
2012-01-28,776,14432,2,136.42,0.0,-37.4,673,Established,Grocery
2012-01-28,776,15334,1,71.24,-13.89,-17.81,676,Established,Grocery
2012-01-28,776,17047,1,76.58,-17.45,-12.47,1898,Established,Packaged Meat
2012-01-30,632,15871,1,44.52,-17.45,-26.71,278,Established,Grocery
2012-01-30,632,17384,2,174.18,-94.04,-26.71,1587,Established,Grocery
2012-01-30,632,47720,1,53.07,0.0,-35.62,303,Established,Pharmaceutical
2012-01-30,632,50673,1,42.39,0.0,-17.81,1075,Established,Grocery
2012-01-30,632,54631,1,17.45,0.0,-17.81,303,Established,Pharmaceutical
2012-01-30,632,54760,1,35.26,0.0,-35.26,303,Established,Pharmaceutical
2012-01-30,632,55929,1,12.47,-24.93,-12.47,162,Established,Grocery
2012-01-30,632,55990,1,43.46,-11.4,-19.59,387,Established,Grocery
2012-01-30,632,56023,1,63.76,0.0,-35.62,162,Established,Grocery
2012-01-30,632,56157,2,90.83,-63.4,-19.59,714,Established,Grocery
2012-01-30,402,33480,1,427.08,-106.86,-53.43,686,Established,Pharmaceutical
2012-01-31,235,55960,1,115.41,0.0,-19.59,714,Established,Grocery
2012-01-31,235,56157,1,42.74,-31.7,-24.93,714,Established,Grocery
2012-01-31,196,8294,2,91.9,-58.77,-44.52,1105,Established,Grocery
2012-01-31,196,18599,1,142.12,-71.24,-35.62,2068,Established,Packaged Meat
2012-01-31,196,23802,1,62.33,-24.58,-26.71,967,Established,Grocery
2012-01-31,196,45852,1,281.04,0.0,-35.62,1672,Established,Pharmaceutical
2012-01-31,196,49902,1,177.74,-71.24,-71.24,1041,Established,Pharmaceutical
2012-01-31,196,51833,2,204.1,-21.37,-26.71,717,Established,Grocery
2012-01-31,1482,45063,1,231.17,0.0,-35.62,57,Established,Pharmaceutical
2012-01-31,874,6338,2,60.55,-20.66,-10.69,209,Established,Grocery
2012-01-31,874,9890,1,80.14,-35.26,-8.9,278,Established,Grocery
2012-01-31,874,16981,2,217.28,-34.91,-32.06,686,Established,Grocery
2012-01-31,874,49399,1,115.41,-24.93,-26.71,644,Established,Grocery
2012-01-31,1167,26665,1,54.85,0.0,-19.59,673,Established,Grocery
2012-01-31,464,16901,1,58.42,-71.24,-12.47,366,Established,Grocery
2012-01-30,158,39913,1,69.1,-23.15,-14.25,967,Established,Grocery
2012-01-30,158,39935,1,89.05,-106.5,-19.59,1558,Established,Grocery
2012-01-30,158,39995,1,135.0,-7.12,-35.62,984,Established,Packaged Meat
2012-01-30,158,40280,1,113.63,-10.69,-17.81,686,Established,Grocery
2012-01-30,158,40287,1,24.58,-7.12,-17.81,1862,Established,Grocery
2012-01-30,158,40448,1,80.14,-17.45,-8.9,686,Established,Grocery
2012-01-30,158,40494,1,69.1,0.0,-8.9,278,Established,Grocery
2012-01-30,158,40628,1,127.88,-35.62,-14.25,686,Established,Grocery
2012-01-30,158,40698,1,135.0,0.0,-35.62,2011,Established,Packaged Meat
2012-01-30,158,40724,1,71.24,-17.45,-21.37,172,Established,Grocery
2012-01-30,158,41009,1,106.5,-10.69,-26.71,782,Established,Grocery
2012-01-30,158,51322,1,124.31,0.0,-35.62,1643,Established,Packaged Meat
2012-02-01,859,34931,2,284.25,0.0,-35.62,908,Established,Grocery
2012-02-01,974,31999,1,108.28,0.0,-19.59,1381,Established,Grocery
2012-02-01,824,9949,1,213.36,-142.48,-213.36,56,Local,Seafood
2012-02-01,824,14216,1,113.63,0.0,-17.81,864,Established,Grocery
2012-02-02,1061,7923,3,77.3,0.0,-17.81,1298,Established,Grocery
2012-02-02,1061,16130,1,81.57,0.0,-17.81,49,Established,Grocery
2012-02-02,1061,21822,1,89.05,-17.45,-35.62,141,Established,Grocery
2012-02-02,1061,31335,3,177.03,0.0,-21.37,248,Established,Grocery
2012-02-02,464,7493,1,74.45,0.0,-17.81,458,Established,Grocery
2012-02-03,591,10500,1,73.02,-13.89,-19.59,1587,Established,Grocery
2012-02-03,1544,8677,1,104.72,0.0,-19.59,1587,Established,Grocery
2012-02-03,1544,52056,3,213.72,-84.42,-35.62,1639,Established,Grocery
2012-02-03,51,5557,3,97.96,-41.68,-26.71,209,Established,Grocery
2012-02-03,1175,28784,1,355.84,-71.24,-71.24,783,Established,Pharmaceutical
2012-02-03,871,5945,1,102.94,0.0,-10.69,1065,Established,Grocery
2012-02-03,871,33731,1,126.09,-14.25,-19.59,350,Established,Packaged Meat
2012-02-03,871,52109,1,259.67,-7.12,-17.81,686,Established,Grocery
2012-02-03,871,56729,2,604.83,0.0,-35.62,686,Established,Grocery
2012-02-03,1423,10602,1,277.48,-7.12,-71.24,686,Established,Grocery
2012-02-02,15,4992,1,104.72,0.0,-19.59,1183,Established,Grocery
2012-02-02,15,13015,1,61.98,0.0,-19.59,1183,Established,Grocery
2012-02-03,464,9502,2,124.67,-27.78,-17.81,993,Established,Grocery
2012-02-04,317,12874,1,191.99,-7.12,-14.25,686,Established,Grocery
2012-02-04,317,17402,6,306.33,-254.33,-14.25,967,Established,Grocery
2012-02-04,503,37332,1,92.26,0.0,-21.37,1013,Established,Grocery
2012-02-05,293,28392,2,54.5,0.0,-19.59,1013,Established,Grocery
2012-02-05,293,29819,1,80.14,-13.89,-26.71,1263,Established,Grocery
2012-02-05,460,5477,1,195.55,-71.24,-17.81,686,Established,Grocery
2012-02-06,653,31022,1,177.39,-18.17,-17.81,102,Established,Pharmaceutical
2012-02-06,781,6615,1,320.22,-35.62,-355.84,56,Local,Seafood
2012-02-06,781,10607,1,17.81,0.0,-17.81,303,Established,Pharmaceutical
2012-02-06,781,10889,1,127.88,-14.25,-213.36,56,Local,Seafood
2012-02-06,781,50027,1,70.88,0.0,-10.69,209,Established,Grocery
2012-02-06,781,52364,1,153.52,-17.1,-142.12,56,Local,Grocery
2012-02-06,781,53441,1,71.24,-35.26,-71.24,78,Established,Packaged Meat
2012-02-06,781,58226,1,177.74,-85.49,-17.45,826,Established,Seafood
2012-02-06,464,55911,1,158.15,-17.81,-26.71,1996,Established,Grocery
2012-02-07,626,5541,1,26.71,-35.26,-26.71,141,Established,Grocery
2012-02-07,626,16252,6,94.04,-64.12,-39.18,743,Established,Grocery
2012-02-07,626,55675,1,133.22,0.0,-26.71,1826,Established,Natural Products
2012-02-07,1565,13015,1,61.98,0.0,-19.59,1183,Established,Grocery
2012-02-08,317,9479,2,83.71,-84.78,-40.96,967,Established,Grocery
2012-02-08,317,17402,4,204.82,-169.55,-26.71,967,Established,Grocery
2012-02-08,63,45117,1,124.31,0.0,-35.62,714,Established,Grocery
2012-02-08,1224,25299,1,284.6,-71.24,-35.62,686,Established,Pharmaceutical
2012-02-08,632,15092,1,115.76,-28.14,-26.71,1139,Established,Grocery
2012-02-08,632,19191,1,195.91,-124.31,-35.62,533,Established,Grocery
2012-02-08,632,28730,1,106.5,0.0,-17.81,686,Established,Grocery
2012-02-08,632,34924,1,110.42,-28.14,-14.25,1139,Established,Grocery
2012-02-08,632,34974,1,53.07,0.0,-17.81,644,Established,Pharmaceutical
2012-02-08,632,45710,1,197.33,-71.24,-19.59,796,Established,Pharmaceutical
2012-02-08,632,51404,1,355.84,0.0,-71.24,686,Established,Pharmaceutical
2012-02-08,632,56066,1,213.36,0.0,-35.62,235,Established,Grocery
2012-02-08,1347,37055,1,97.96,-17.45,-26.71,1393,Established,Packaged Meat
2012-02-09,178,16822,1,86.91,0.0,-19.59,1183,Established,Grocery
2012-02-09,1202,11760,1,151.03,-17.81,-19.59,1996,Established,Grocery
2012-02-09,1202,33496,1,71.24,-42.39,-17.81,864,Established,Grocery
2012-02-09,310,59882,1,37.4,-17.81,-19.59,1666,Established,Grocery
2012-02-09,464,4860,1,455.58,-42.74,-35.62,133,Established,Grocery
2012-02-09,464,8525,1,77.3,-9.62,-26.71,56,Local,Grocery
2012-02-09,464,11944,1,65.54,-7.12,-26.71,794,Established,Grocery
2012-02-09,464,11986,1,231.17,-17.81,-35.62,133,Established,Grocery
2012-02-09,464,20175,1,265.37,-19.23,-35.62,849,Established,Grocery
2012-02-09,464,23043,1,66.61,-6.06,-26.71,1699,Established,Grocery
2012-02-09,464,25050,1,236.52,-17.81,-26.71,1587,Established,Grocery
2012-02-09,464,26146,2,234.38,-24.93,-17.81,2187,Established,Grocery
2012-02-09,464,36485,1,90.47,-44.52,-35.62,574,Established,Grocery
2012-02-09,464,45461,1,76.23,-5.34,-14.25,967,Established,Grocery
2012-02-09,464,47690,1,74.8,-6.77,-17.81,56,Local,Grocery
2012-02-09,464,49278,1,111.85,-14.25,-19.59,1427,Established,Grocery
2012-02-09,464,53034,1,72.66,-8.9,-14.25,1268,Established,Grocery
2012-02-09,464,53869,1,89.05,-38.83,-35.62,908,Established,Grocery
2012-02-09,464,55930,1,79.79,-10.69,-19.59,241,Established,Grocery
2012-02-09,464,55979,1,243.64,-23.15,-71.24,676,Established,Grocery
2012-02-10,1086,22504,1,118.97,0.0,-8.9,406,Established,Grocery
2012-02-10,1086,25605,1,195.55,0.0,-17.81,1101,Established,Grocery
2012-02-10,88,16239,1,257.89,-53.43,-26.71,673,Established,Grocery
2012-02-10,88,58139,1,240.08,-80.14,-35.62,1470,Established,Pharmaceutical
2012-02-10,1209,47309,1,248.98,-81.93,-35.62,133,Established,Grocery
2012-02-10,1209,57556,1,126.09,0.0,-26.71,1367,Established,Grocery
2012-02-10,595,35048,1,90.47,0.0,-19.59,1183,Established,Grocery
2012-02-10,1415,18527,1,284.6,-71.24,-35.62,686,Established,Pharmaceutical
2012-02-10,503,27491,1,73.02,-49.51,-19.59,971,Established,Grocery
2012-02-10,503,59189,1,70.88,-28.5,-35.62,714,Established,Grocery
2012-02-10,15,21323,2,56.28,-14.25,-14.25,360,Established,Grocery
2012-02-10,15,36433,1,65.54,0.0,-12.47,49,Established,Grocery
2012-02-11,1242,56915,1,124.31,-17.81,-35.62,1229,Established,Grocery
2012-02-11,1242,60175,2,184.51,0.0,-106.86,644,Established,Pharmaceutical
2012-02-11,1547,20139,1,35.26,-14.25,-35.62,162,Established,Grocery
2012-02-11,1547,20988,1,42.39,0.0,-14.25,475,Established,Grocery
2012-02-11,1114,27491,1,73.02,-49.51,-19.59,971,Established,Grocery
2012-02-11,1114,31704,1,215.14,0.0,-19.59,350,Established,Packaged Meat
2012-02-11,1114,37332,1,92.26,0.0,-21.37,1013,Established,Grocery
2012-02-11,1202,5467,1,26.36,0.0,-8.9,49,Established,Grocery
2012-02-11,1202,9126,1,31.7,0.0,-17.81,853,Established,Grocery
2012-02-11,1202,9990,1,17.81,-10.33,-17.81,681,Established,Grocery
2012-02-11,1202,11540,1,81.57,0.0,-35.62,408,Established,Grocery
2012-02-11,1202,18342,1,195.55,0.0,-17.81,686,Established,Grocery
2012-02-11,1202,19367,1,124.31,0.0,-17.81,1229,Established,Grocery
2012-02-11,1202,20971,2,89.05,-84.78,-53.43,644,Established,Pharmaceutical
2012-02-11,1202,32577,1,31.35,-11.04,-35.62,2088,Established,Pharmaceutical
2012-02-11,1202,45294,1,44.52,-35.26,-26.71,644,Established,Pharmaceutical
2012-02-11,1202,50079,1,60.2,0.0,-10.69,209,Established,Grocery
2012-02-11,1202,55946,1,177.74,-71.24,-35.62,133,Established,Grocery
2012-02-10,626,25426,2,569.21,-142.48,-142.48,686,Established,Pharmaceutical
2012-02-10,626,57073,1,124.31,0.0,-35.62,158,Established,Pharmaceutical
2012-02-10,626,23980,4,43.1,0.0,-109.71,158,Established,Pharmaceutical
2012-02-11,1565,19464,1,101.16,0.0,-19.59,1183,Established,Grocery
2012-02-11,90,22828,1,138.56,0.0,-17.81,1294,Established,Grocery
2012-02-12,1212,25730,1,53.07,0.0,-17.81,1337,Established,Grocery
2012-02-12,1212,48854,1,142.12,-49.87,-35.62,864,Established,Grocery
2012-02-12,632,29030,1,39.18,-10.33,-14.25,475,Established,Grocery
2012-02-12,632,36285,2,156.02,-7.12,-35.62,686,Established,Pharmaceutical
2012-02-12,1011,33038,1,177.74,-10.69,-35.62,172,Established,Grocery
2012-02-12,1011,51659,2,161.36,0.0,-26.71,209,Established,Grocery
2012-02-12,1472,9954,1,35.26,-14.25,-35.62,162,Established,Grocery
2012-02-12,1472,11986,1,177.74,-71.24,-35.62,133,Established,Grocery
2012-02-12,1472,30075,1,83.35,-12.11,-35.62,686,Established,Pharmaceutical
2012-02-12,1472,60417,1,124.67,-28.14,-35.62,686,Established,Pharmaceutical
2012-02-13,1238,18577,1,90.47,0.0,-8.9,686,Established,Grocery
2012-02-13,153,18743,1,46.31,-17.45,-7.12,686,Established,Grocery
2012-02-13,153,21566,1,71.24,-17.45,-17.81,986,Established,Grocery
2012-02-14,1529,13980,1,41.68,-47.02,-17.81,475,Established,Grocery
2012-02-14,1529,31671,1,533.94,0.0,-35.62,686,Established,Pharmaceutical
2012-02-14,1529,33145,1,284.6,-71.24,-71.24,686,Established,Pharmaceutical
2012-02-14,1529,36806,1,151.38,-6.41,-8.9,686,Established,Pharmaceutical
2012-02-14,196,18769,2,453.8,0.0,-71.24,783,Established,Pharmaceutical
2012-02-14,636,55946,2,355.49,-142.48,-71.24,133,Established,Grocery
2012-02-14,1542,12129,1,54.85,0.0,-19.59,2024,Established,Grocery
2012-02-14,1542,30763,1,28.5,-4.99,-19.59,2025,Established,Grocery
2012-02-14,1542,52341,1,21.02,0.0,-21.02,475,Established,Pharmaceutical
2012-02-14,1542,52556,1,61.98,-21.37,-26.71,66,Established,Grocery
2012-02-14,1542,56117,1,35.26,0.0,-35.26,1229,Established,Grocery
2012-02-14,1487,24972,1,88.69,0.0,-88.69,454,Established,Pharmaceutical
2012-02-14,11,6350,1,902.25,0.0,-142.48,482,Established,Pharmaceutical
2012-02-14,11,22800,3,2706.76,0.0,-427.44,482,Established,Pharmaceutical
2012-02-15,1547,11470,1,71.24,0.0,-35.62,1162,Established,Pharmaceutical
2012-02-15,1547,34336,1,197.33,-35.62,-19.59,686,Established,Grocery
2012-02-15,317,23033,1,53.43,-17.45,-35.62,989,Established,Packaged Meat
2012-02-15,1542,24235,1,17.81,-10.69,-17.81,1762,Established,Pharmaceutical
2012-02-15,1542,27016,1,45.95,0.0,-45.95,2025,Established,Grocery
2012-02-15,1542,55948,1,35.26,0.0,-35.26,1229,Established,Grocery
2012-02-16,919,53534,1,163.5,0.0,-35.62,89,Established,Grocery
2012-02-16,1209,21108,1,498.32,-106.86,-35.62,231,Established,Grocery
2012-02-16,444,59661,1,99.38,0.0,-17.81,914,Established,Grocery
2012-02-16,754,13173,1,142.48,-42.39,-35.62,56,Local,Grocery
2012-02-16,843,21152,1,54.14,-52.36,-89.05,986,Established,Grocery
2012-02-16,144,14275,1,142.12,0.0,-53.43,1319,Established,Pharmaceutical
2012-02-17,1182,16810,2,169.2,-6.41,-8.9,686,Established,Grocery
2012-02-17,1182,33962,1,569.56,-71.24,-35.62,783,Established,Pharmaceutical
2012-02-17,1182,52000,1,658.61,-35.62,-17.81,686,Established,Grocery
2012-02-17,1182,57573,1,177.74,-53.43,-35.62,132,Established,Grocery
2012-02-17,1182,58267,1,187.0,-106.5,-8.9,686,Established,Grocery
2012-02-17,1182,58313,1,187.0,-106.5,-8.9,686,Established,Grocery
2012-02-17,932,5107,1,142.12,0.0,-35.62,91,Established,Pharmaceutical
2012-02-17,1039,23737,2,177.39,0.0,-71.24,97,Established,Pharmaceutical
2012-02-17,1272,26079,1,120.75,0.0,-35.62,120,Established,Grocery
2012-02-17,551,14228,2,126.45,-34.91,-19.59,132,Established,Grocery
2012-02-17,551,14523,1,280.33,-93.32,-35.62,783,Established,Pharmaceutical
2012-02-17,551,18397,1,90.47,0.0,-19.59,404,Established,Prepared Food
2012-02-17,551,27462,1,309.54,-46.31,-53.43,584,Established,Grocery
2012-02-17,551,36857,1,284.6,-96.17,-35.62,206,Established,Grocery
2012-02-17,1555,54254,1,313.1,-78.36,-178.1,1218,Established,Pharmaceutical
2012-02-18,765,9888,1,76.23,-10.69,-19.59,1587,Established,Grocery
2012-02-18,1170,59874,2,248.98,-248.98,-35.62,2157,Established,Packaged Meat
2012-02-18,800,12013,1,104.72,0.0,-26.71,209,Established,Grocery
2012-02-18,162,20805,2,87.27,-56.28,-19.59,278,Established,Grocery
